CLICK,GRAB,ATCHECKOUT,FIXATION,FIXDURAS,FRAME,TIMESTPS,X,Y,BOUGHT,SUBJECT,IMAGEFILE,VIDEOFILE,RAWFIXATIONFILE,BAYSHELFAOI,VARIANTAOI,SIDE,BAYSHELF,BRAND,BRANDBLOCK,CATEGORY,COLOUR,SEGMENT,VARIANT
55,,0,1114,0.1,18335,733.4,15833,4191,0,11,WW2019 Aisle 4 Base Image V7,Recording011_Participant011_00.00.00-00.56.14.mp4,P11.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
27,,0,1086,0.12,17840,713.6,15750,3789,0,11,WW2019 Aisle 4 Base Image V7,Recording011_Participant011_00.00.00-00.56.14.mp4,P11.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
56,,0,1115,0.14,18339,733.56,15815,4177,0,11,WW2019 Aisle 4 Base Image V7,Recording011_Participant011_00.00.00-00.56.14.mp4,P11.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
51,,0,1110,0.16,18297,731.88,15391,3416,0,11,WW2019 Aisle 4 Base Image V7,Recording011_Participant011_00.00.00-00.56.14.mp4,P11.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
54,,0,1113,0.22,18325,733,15090,4001,0,11,WW2019 Aisle 4 Base Image V7,Recording011_Participant011_00.00.00-00.56.14.mp4,P11.csv,SD2B19S4,path1780,2,B19S4,V,B19S1-6 V,Energy,Blue,Energy Multi Pack,V Energy Drink Blue 4x275ml
21,,0,990,0.12,14979,599.16,14758,4199,0,20,WW2019 Aisle 4 Base Image V7,Recording020_Participant020_00.00.00-00.32.37.mp4,P20.csv,SD2B18S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
15,,0,977,0.72,14807,592.28,15840,4212,0,20,WW2019 Aisle 4 Base Image V7,Recording020_Participant020_00.00.00-00.32.37.mp4,P20.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
23,,0,684,0.14,9670,386.8,15257,4208,0,24,WW2019 Aisle 4 Base Image V7,Recording024_Participant024_00.00.00-00.18.13.mp4,P24.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
22,,0,683,0.24,9661,386.44,15371,4058,0,24,WW2019 Aisle 4 Base Image V7,Recording024_Participant024_00.00.00-00.18.13.mp4,P24.csv,SD2B19S4,path1782,2,B19S4,V,B19S1-6 V,Energy,Yellow,Energy Multi Pack,V Forbidden Fruits Energy Drink 250ml x4 pack
56,,0,738,0.1,11315,452.6,14495,3674,0,29,WW2019 Aisle 4 Base Image V7,Recording029_Participant029_00.00.00-01.17.06.mp4,P29.csv,SD2B18S3,path1738,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 355ml
57,,0,739,0.34,11330,453.2,15253,3347,0,29,WW2019 Aisle 4 Base Image V7,Recording029_Participant029_00.00.00-01.17.06.mp4,P29.csv,SD2B19S1,path1728,2,B19S1,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink 500ml
21,,0,2145,0.1,39498,1579.92,15796,4118,0,31,WW2019 Aisle 4 Base Image V7,Recording031_Participant031_00.00.00-00.56.35.mp4,P31.csv,SD2B19S4,path1024,2,B19S4,V,B19S1-6 V,Energy,Grey,Energy Multi Pack,V Pure Energy Drink 250ml x4 pack
22,,0,2146,0.14,39503,1580.12,15625,3632,0,31,WW2019 Aisle 4 Base Image V7,Recording031_Participant031_00.00.00-00.56.35.mp4,P31.csv,SD2B19S2,path1012,2,B19S2,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink 250ml
43,,0,1119,0.24,13698,547.92,15446,4709,0,32,WW2019 Aisle 4 Base Image V7,Recording032_Participant032_00.00.00-00.38.41.mp4,P32.csv,SD2B19S6,path1807,2,B19S6,Red Bull,B19S6 Redbull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 473ml x4 pack
66,,0,1568,0.14,18184,727.36,15509,3938,0,33,WW2019 Aisle 4 Base Image V7,Recording033_Participant033_00.00.00-00.54.37.mp4,P33.csv,SD2B19S4,path1784,2,B19S4,V,B19S1-6 V,Energy,Purple,Energy Multi Pack,V Energy Drink Sugar Free Tropical 4x275ml
65,,0,1567,0.18,18179,727.16,15577,4215,0,33,WW2019 Aisle 4 Base Image V7,Recording033_Participant033_00.00.00-00.54.37.mp4,P33.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
67,,0,1569,0.2,18189,727.56,15184,3789,0,33,WW2019 Aisle 4 Base Image V7,Recording033_Participant033_00.00.00-00.54.37.mp4,P33.csv,SD2B19S3,path1748,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink Sugar Free With Guarana 250ml
39,,0,881,0.14,12438,497.52,15327,4378,0,34,WW2019 Aisle 4 Base Image V7,Recording034_Participant034_00.00.00-00.26.55.mp4,P34.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
16,,0,1059,0.1,21766,870.64,14526,3963,0,44,WW2019 Aisle 4 Base Image V7,Recording044_Participant044_00.00.00-00.58.59.mp4,P44.csv,SD2B18S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
14,,0,1055,0.14,21668,866.72,15756,4617,0,44,WW2019 Aisle 4 Base Image V7,Recording044_Participant044_00.00.00-00.58.59.mp4,P44.csv,SD2B19S6,path1036-0,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink With Guarana 4x500ml
19,,0,1062,0.24,21843,873.72,14776,3840,0,44,WW2019 Aisle 4 Base Image V7,Recording044_Participant044_00.00.00-00.58.59.mp4,P44.csv,SD2B18S3,path1742,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink Sugar Free 250ml
42,,0,961,0.12,11336,453.44,15368,3533,0,47,WW2019 Aisle 4 Base Image V7,Recording047_Participant047_00.00.00-00.18.52.mp4,P47.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
41,,0,960,0.14,11329,453.16,14599,3770,0,47,WW2019 Aisle 4 Base Image V7,Recording047_Participant047_00.00.00-00.18.52.mp4,P47.csv,SD2B18S3,path1740,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Single Serve,Red Bull Energy Drink Zero 250ml
20,,0,2629,0.18,32924,1316.96,15223,3523,0,63,WW2019 Aisle 4 Base Image V7,Recording063_Participant063_00.00.00-00.51.35.mp4,P63.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
21,,0,2631,0.22,32939,1317.56,15327,4209,0,63,WW2019 Aisle 4 Base Image V7,Recording063_Participant063_00.00.00-00.51.35.mp4,P63.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
44,,0,2401,0.12,27898,1115.92,14830,4292,0,64,WW2019 Aisle 4 Base Image V7,Recording065_Participant064_00.00.00-01.04.43.mp4,P64-2.csv,SD2B18S5,path1698,2,B18S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 6x250ml
41,,0,2398,0.14,27879,1115.16,15205,3877,0,64,WW2019 Aisle 4 Base Image V7,Recording065_Participant064_00.00.00-01.04.43.mp4,P64-2.csv,SD2B19S3,path1746,2,B19S3,V,B19S1-6 V,Energy,Blue,Energy Single Serve,V Energy Drink Blue 250ml
42,,0,2399,0.18,27883,1115.32,15374,3860,0,64,WW2019 Aisle 4 Base Image V7,Recording065_Participant064_00.00.00-01.04.43.mp4,P64-2.csv,SD2B19S3,path1748,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink Sugar Free With Guarana 250ml
43,,0,2400,0.3,27889,1115.56,15532,3801,0,64,WW2019 Aisle 4 Base Image V7,Recording065_Participant064_00.00.00-01.04.43.mp4,P64-2.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
15,,0,934,0.1,20426,817.04,14925,4263,0,65,WW2019 Aisle 4 Base Image V7,Recording066_Participant065_00.00.00-01.03.04.mp4,P65.csv,SD2B18S5,path1698,2,B18S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 6x250ml
42,,0,1015,0.1,15759,630.36,15563,3869,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
44,,0,1018,0.1,15808,632.32,15612,3719,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
33,,0,1006,0.12,15700,628,15354,3885,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1748,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink Sugar Free With Guarana 250ml
34,,0,1007,0.12,15704,628.16,15575,3885,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
41,,0,1014,0.12,15755,630.2,15653,3764,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
47,,0,1023,0.12,15900,636,15171,4361,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
46,,0,1022,0.14,15893,635.72,15181,4310,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
38,,0,1011,0.32,15733,629.32,15534,3764,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
35,,0,1008,0.16,15708,628.32,15571,3881,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
39,,0,1012,0.16,15742,629.68,15516,3740,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
40,,0,1013,0.2,15748,629.92,15518,3746,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
43,,0,1016,0.2,15763,630.52,15575,3740,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
32,,0,1005,0.26,15692,627.68,14675,4218,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B18S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
36,,0,1009,0.3,15713,628.52,15569,3916,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
37,,0,1010,0.3,15721,628.84,15639,3805,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
45,,0,1019,0.22,15811,632.44,15658,3711,0,68,WW2019 Aisle 4 Base Image V7,Recording069_Participant068_00.00.00-00.46.28.mp4,P68.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
44,,0,1689,0.1,20206,808.24,15609,4188,0,70,WW2019 Aisle 4 Base Image V7,Recording071_Participant070_00.00.00-00.36.25.mp4,P70.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
45,,0,1690,0.44,20210,808.4,15584,4165,0,70,WW2019 Aisle 4 Base Image V7,Recording071_Participant070_00.00.00-00.36.25.mp4,P70.csv,SD2B19S4,path1784,2,B19S4,V,B19S1-6 V,Energy,Purple,Energy Multi Pack,V Energy Drink Sugar Free Tropical 4x275ml
46,,0,1691,0.2,20223,808.92,15060,4248,0,70,WW2019 Aisle 4 Base Image V7,Recording071_Participant070_00.00.00-00.36.25.mp4,P70.csv,SD2B18S5,path1698,2,B18S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink Sugar Free 6x250ml
100,,0,1478,0.1,20713,828.52,14126,4337,0,71,WW2019 Aisle 4 Base Image V7,Recording072_Participant071_00.00.00-00.52.37.mp4,P71.csv,SD2B17S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
11,,0,909,0.1,13485,539.4,13786,3967,0,74,WW2019 Aisle 4 Base Image V7,Recording075_Participant074_00.00.00-00.15.40.mp4,P74.csv,SD2B17S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
28,,0,928,0.1,13678,547.12,13895,4016,0,74,WW2019 Aisle 4 Base Image V7,Recording075_Participant074_00.00.00-00.15.40.mp4,P74.csv,SD2B17S4,path1640,2,B17S4,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 4x250ml
26,,0,926,0.12,13652,546.08,14961,3661,0,74,WW2019 Aisle 4 Base Image V7,Recording075_Participant074_00.00.00-00.15.40.mp4,P74.csv,SD2B18S3,path1744,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Orange,Energy Single Serve,Red Bull Orange Energy Drink 250ml
27,,0,927,0.12,13656,546.24,15128,3572,0,74,WW2019 Aisle 4 Base Image V7,Recording075_Participant074_00.00.00-00.15.40.mp4,P74.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
8,,0,906,0.12,13465,538.6,15740,4095,0,74,WW2019 Aisle 4 Base Image V7,Recording075_Participant074_00.00.00-00.15.40.mp4,P74.csv,SD2B19S4,path1024,2,B19S4,V,B19S1-6 V,Energy,Grey,Energy Multi Pack,V Pure Energy Drink 250ml x4 pack
23,,0,923,0.16,13605,544.2,15118,4016,0,74,WW2019 Aisle 4 Base Image V7,Recording075_Participant074_00.00.00-00.15.40.mp4,P74.csv,SD2B19S4,path1780,2,B19S4,V,B19S1-6 V,Energy,Blue,Energy Multi Pack,V Energy Drink Blue 4x275ml
32,,0,932,0.18,13764,550.56,15543,3345,0,74,WW2019 Aisle 4 Base Image V7,Recording075_Participant074_00.00.00-00.15.40.mp4,P74.csv,SD2B19S1,path1730,2,B19S1,V,B19S1-6 V,Energy,Blue,Energy Single Serve,V Energy Drink Blue 500ml
69,,0,1328,0.1,19185,767.4,14787,3817,0,89,WW2019 Aisle 4 Base Image V7,Recording090_Participant089_00.00.00-00.36.01.mp4,P89.csv,SD2B18S3,path1742,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink Sugar Free 250ml
66,,0,1325,0.12,19120,764.8,15556,4098,0,89,WW2019 Aisle 4 Base Image V7,Recording090_Participant089_00.00.00-00.36.01.mp4,P89.csv,SD2B19S4,path1784,2,B19S4,V,B19S1-6 V,Energy,Purple,Energy Multi Pack,V Energy Drink Sugar Free Tropical 4x275ml
73,,0,749,0.1,9896,395.84,15406,3570,0,91,WW2019 Aisle 4 Base Image V7,Recording092_Participant091_00.00.00-00.28.49.mp4,P91.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
72,,0,748,0.14,9888,395.52,15665,3654,0,91,WW2019 Aisle 4 Base Image V7,Recording092_Participant091_00.00.00-00.28.49.mp4,P91.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
69,,0,745,0.24,9854,394.16,15316,4088,0,91,WW2019 Aisle 4 Base Image V7,Recording092_Participant091_00.00.00-00.28.49.mp4,P91.csv,SD2B19S4,path1782,2,B19S4,V,B19S1-6 V,Energy,Yellow,Energy Multi Pack,V Forbidden Fruits Energy Drink 250ml x4 pack
29,,0,684,0.34,9579,383.16,15249,3947,0,94,WW2019 Aisle 4 Base Image V7,Recording095_Participant094_00.00.00-00.43.22.mp4,P94.csv,SD2B19S4,path1780,2,B19S4,V,B19S1-6 V,Energy,Blue,Energy Multi Pack,V Energy Drink Blue 4x275ml
13,,0,2161,0.1,31578,1263.12,15422,3518,0,101,WW2019 Aisle 4 Base Image V7,Recording102_Participant101_00.00.00-00.42.38.mp4,P101.csv,SD2B19S2,path1768,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 250ml
122,,0,918,0.12,11623,464.92,15093,3857,0,109,WW2019 Aisle 4 Base Image V7,Recording111_Participant109_00.00.00-00.46.10.mp4,P109.csv,SD2B18S3,path1744,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Orange,Energy Single Serve,Red Bull Orange Energy Drink 250ml
130,,0,926,0.8,11706,468.24,15234,3705,0,109,WW2019 Aisle 4 Base Image V7,Recording111_Participant109_00.00.00-00.46.10.mp4,P109.csv,SD2B19S3,path1748,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Single Serve,V Energy Drink Sugar Free With Guarana 250ml
14,,0,1735,0.1,26388,1055.52,15095,3895,0,110,WW2019 Aisle 4 Base Image V7,Recording112_Participant110_00.00.00-00.54.57.mp4,P110.csv,SD2B19S4,path1780,2,B19S4,V,B19S1-6 V,Energy,Blue,Energy Multi Pack,V Energy Drink Blue 4x275ml
13,,0,1734,0.14,26381,1055.24,15400,3895,0,110,WW2019 Aisle 4 Base Image V7,Recording112_Participant110_00.00.00-00.54.57.mp4,P110.csv,SD2B19S4,path1782,2,B19S4,V,B19S1-6 V,Energy,Yellow,Energy Multi Pack,V Forbidden Fruits Energy Drink 250ml x4 pack
157,,0,1877,0.1,27789,1111.56,14887,3564,0,113,WW2019 Aisle 4 Base Image V7,Recording115_Participant113_00.00.00-01.19.49.mp4,P113.csv,SD2B18S2,path1756,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 473ml
155,,0,1875,0.16,27740,1109.6,14910,3481,0,113,WW2019 Aisle 4 Base Image V7,Recording115_Participant113_00.00.00-01.19.49.mp4,P113.csv,SD2B18S2,path1756,2,B18S2,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 473ml
26,,0,1036,0.2,13380,535.2,14872,3836,0,124,WW2019 Aisle 4 Base Image V7,Recording126_Participant124_00.00.00-00.44.38.mp4,P124.csv,SD2B18S3,path1742,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink Sugar Free 250ml
43,,0,1054,0.48,13557,542.28,15747,3755,1,124,WW2019 Aisle 4 Base Image V7,Recording126_Participant124_00.00.00-00.44.38.mp4,P124.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
58,,0,258,0.22,3566,142.64,14647,4380,0,126,WW2019 Aisle 4 Base Image V7,Recording128_Participant126_00.00.00-00.14.36.mp4,P126.csv,SD2B18S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
59,,0,259,0.24,3572,142.88,14639,4184,0,126,WW2019 Aisle 4 Base Image V7,Recording128_Participant126_00.00.00-00.14.36.mp4,P126.csv,SD2B18S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
52,,0,1270,0.1,16871,674.84,15256,3970,0,127,WW2019 Aisle 4 Base Image V7,Recording129_Participant127_00.00.00-00.35.02.mp4,P127.csv,SD2B19S4,path1780,2,B19S4,V,B19S1-6 V,Energy,Blue,Energy Multi Pack,V Energy Drink Blue 4x275ml
79,,0,1302,0.1,17344,693.76,15308,4526,0,127,WW2019 Aisle 4 Base Image V7,Recording129_Participant127_00.00.00-00.35.02.mp4,P127.csv,SD2B19S6,path1807,2,B19S6,Red Bull,B19S6 Redbull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 473ml x4 pack
80,,0,1303,0.1,17348,693.92,15308,4669,0,127,WW2019 Aisle 4 Base Image V7,Recording129_Participant127_00.00.00-00.35.02.mp4,P127.csv,SD2B19S6,path1807,2,B19S6,Red Bull,B19S6 Redbull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 473ml x4 pack
81,,0,1305,0.64,17370,694.8,13673,4175,0,127,WW2019 Aisle 4 Base Image V7,Recording129_Participant127_00.00.00-00.35.02.mp4,P127.csv,SD2B17S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
51,,0,3233,0.1,47990,1919.6,14266,4282,0,129,WW2019 Aisle 4 Base Image V7,Recording131_Participant129_00.00.00-00.49.10.mp4,P129.csv,SD2B18S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
52,,0,3234,0.12,48006,1920.24,14768,4440,0,129,WW2019 Aisle 4 Base Image V7,Recording131_Participant129_00.00.00-00.49.10.mp4,P129.csv,SD2B18S5,path1642,2,B17S5,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Multi Pack,Red Bull Energy Drink 6x250ml
49,,0,3230,0.32,47944,1917.76,14406,3892,0,129,WW2019 Aisle 4 Base Image V7,Recording131_Participant129_00.00.00-00.49.10.mp4,P129.csv,SD2B18S3,path1738,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink 355ml
46,,0,3225,0.16,47836,1913.44,15446,4031,0,129,WW2019 Aisle 4 Base Image V7,Recording131_Participant129_00.00.00-00.49.10.mp4,P129.csv,SD2B19S4,path1782,2,B19S4,V,B19S1-6 V,Energy,Yellow,Energy Multi Pack,V Forbidden Fruits Energy Drink 250ml x4 pack
107,,0,1269,0.1,14661,586.44,14864,3675,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B18S3,path1742,2,B18S3,Red Bull,B17-19S2-5 Red Bull,Energy,Blue,Energy Single Serve,Red Bull Energy Drink Sugar Free 250ml
106,,0,1268,0.1,14657,586.28,14952,4031,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B18S4,path1778,2,B18S4,Red Bull,B17-19S2-5 Red Bull,Energy,Black,Energy Multi Pack,Red Bull Energy Drink Zero 4x250ml
26,,0,1179,0.1,13730,549.2,15856,3813,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
27,,0,1180,0.1,13733,549.32,15847,3856,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
103,,0,1265,0.1,14636,585.44,15623,4136,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
25,,0,1178,0.14,13725,549,15847,3809,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B19S3,path1750,2,B19S3,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Sugar Free Energy Drink 4pk 275ml
94,,0,1252,0.14,14508,580.32,15474,4435,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
23,,0,1176,0.34,13708,548.32,15815,4206,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
92,,0,1250,0.16,14498,579.92,15502,4565,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B19S6,path1809,2,B19S6,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 6x275ml
104,,0,1266,0.18,14640,585.6,15158,4272,0,131,WW2019 Aisle 4 Base Image V7,Recording133_Participant131_00.00.00-00.41.37.mp4,P131.csv,SD2B19S5,path1026,2,B19S5,V,B19S1-6 V,Energy,Green,Energy Multi Pack,V Energy Drink 4x275ml
